parent_code,sub_code,sub_name
AB272,―  AB272203,종합병원2등급간호관리료적용2인실입원료
AB272,―  AB272200,종합병원2등급간호관리료적용2인실입원료
AB272,―  AB272104,종합병원2등급간호관리료적용2인실입원료
AB272,―  AB272103,종합병원2등급간호관리료적용2인실입원료
AB272,―  AB272100,종합병원2등급간호관리료적용2인실입원료
AB272,―  AB272004,종합병원2등급간호관리료적용2인실입원료
AB272,―  AB272003,종합병원2등급간호관리료적용2인실입원료
AB273,―  AB273904,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273903,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273900,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273804,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273803,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273800,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273204,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273203,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273200,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273104,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273103,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273100,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273004,종합병원3등급간호관리료적용2인실입원료
AB273,―  AB273003,종합병원3등급간호관리료적용2인실입원료
AB274,―  AB274904,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274903,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274900,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274804,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274803,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274800,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274204,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274203,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274200,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274104,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274103,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274100,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274004,종합병원4등급간호관리료적용2인실입원료
AB274,―  AB274003,종합병원4등급간호관리료적용2인실입원료
AB275,―  AB275904,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275903,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275900,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275804,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275803,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275800,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275204,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275203,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275200,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275104,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275103,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275100,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275004,종합병원5등급간호관리료적용2인실입원료
AB275,―  AB275003,종합병원5등급간호관리료적용2인실입원료
AB277,―  AB277904,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277903,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277900,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277804,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277803,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277800,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277204,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277203,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277200,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277104,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277103,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277100,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277004,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB277,―  AB277003,종합병원7등급간호관리료적용2인실입원료-서울특별시및광역시구지역소재요양기관
AB287,―  AB287904,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287903,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287900,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287804,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287803,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287800,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287204,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287203,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287200,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287104,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287103,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287100,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287004,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB287,―  AB287003,종합병원7등급간호관리료적용3인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297904,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297903,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297900,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297804,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297803,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297800,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297204,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297203,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297200,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297104,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297103,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297100,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297004,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB297,―  AB297003,종합병원7등급간호관리료적용2인실입원료-의료취약지역서울특별시및광역시구지역소재요양기관이아닌경우
AB300,―  AB300904,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300903,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300900,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300804,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300803,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300800,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300204,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300203,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300200,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300104,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300103,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300100,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300004,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB300,―  AB300003,"병원, 치과병원, 한방병원 내 의·치과 기본입원료"
AB301,―  AB301904,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301903,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301900,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301804,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301803,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301800,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301204,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301203,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301200,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301104,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301103,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301100,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301004,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB301,―  AB301003,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용기본입원료"
AB302,―  AB302904,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302903,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302900,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302804,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302803,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302800,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302204,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302203,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302200,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302104,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302103,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302100,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302004,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB302,―  AB302003,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용기본입원료"
AB303,―  AB303904,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303903,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303900,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303804,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303803,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303800,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303204,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303203,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303200,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303104,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303103,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303100,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303004,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB303,―  AB303003,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용기본입원료"
AB304,―  AB304904,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304903,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304900,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304804,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304803,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304800,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304204,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304203,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304200,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304104,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304103,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304100,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304004,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB304,―  AB304003,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용기본입원료"
AB305,―  AB305904,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305903,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305900,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305804,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305803,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305800,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305204,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305203,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305200,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305104,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305103,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305100,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305004,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB305,―  AB305003,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용기본입원료"
AB307,―  AB307904,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307903,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307900,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307804,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307803,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307800,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307204,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307203,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307200,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307104,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307103,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307100,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307004,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB307,―  AB307003,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료적용기본입원료-서울특별시및광역시구지역소재요양기관"
AB317,―  AB317904,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317903,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317900,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317804,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317803,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317800,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317204,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317203,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317200,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317104,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317103,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317100,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317004,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB317,―  AB317003,"병원, 치과병원, 한방병원 내 의·치과 7등급간호관리료기본입원료-의료취약지역,서울특별시및광역시구지역소재요양기관이아닌경우"
AB320,―  AB320904,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320903,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320900,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320804,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320803,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320800,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320204,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320203,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320200,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320104,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320103,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320100,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320004,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB320,―  AB320003,"병원, 치과병원, 한방병원 내 의·치과 5인실입원료"
AB321,―  AB321904,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321903,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321900,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321804,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321803,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321800,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321204,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321203,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321200,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321104,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321103,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321100,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321004,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB321,―  AB321003,"병원, 치과병원, 한방병원 내 의·치과 1등급간호관리료적용5인실입원료"
AB322,―  AB322904,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322903,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322900,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322804,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322803,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322800,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322204,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322203,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322200,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322104,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322103,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322100,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322004,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB322,―  AB322003,"병원, 치과병원, 한방병원 내 의·치과 2등급간호관리료적용5인실입원료"
AB323,―  AB323904,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323903,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323900,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323804,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323803,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323800,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323204,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323203,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323200,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323104,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323103,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323100,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323004,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB323,―  AB323003,"병원, 치과병원, 한방병원 내 의·치과 3등급간호관리료적용5인실입원료"
AB324,―  AB324904,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324903,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324900,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324804,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324803,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324800,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324204,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324203,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324200,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324104,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324103,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324100,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324004,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB324,―  AB324003,"병원, 치과병원, 한방병원 내 의·치과 4등급간호관리료적용5인실입원료"
AB325,―  AB325904,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용5인실입원료"
AB325,―  AB325903,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용5인실입원료"
AB325,―  AB325900,"병원, 치과병원, 한방병원 내 의·치과 5등급간호관리료적용5인실입원료"
